X_Value,Y_Value
-350.0,-5.549442511735763
-340.0,-5.410693224697287
-330.0,-5.030788506537752
-320.0,-5.647527367030894
-310.0,-6.022464956626407
-300.0,-6.726611396899524
-290.0,-6.2356477508060735
-280.0,-6.787035973636139
-270.0,-6.808539000830102
-260.0,-6.584802200819649
-250.0,-6.400056802909126
-240.0,-6.013998112149419
-230.0,-6.422926299833537
-220.0,-6.523765535701832
-210.0,-5.383578776046445
-200.0,-4.716794482405606
-190.0,-3.9328271159513326
-180.0,-3.56361527408276
-170.0,-3.5655386002681007
-160.0,-3.7506401844666626
-150.0,-3.0731087327008564
-140.0,-2.296262094526587
-130.0,-1.8498494088520796
-120.0,-1.5444289852702646
-110.0,-0.5238095238095231
-100.0,-0.45557101472973566
-90.0,0.46889702789969856
-80.0,0.6295954278599207
-70.0,1.501680161272285
-60.0,2.083973517799995
-50.0,2.3274433621728616
-40.0,3.087424797892284
-30.0,3.4566366397608563
-20.0,4.192984958596082
-10.0,4.5740549665226355
0.0,4.857098869035165
10.0,4.899116776024013
20.0,4.918760016911323
30.0,4.828628231480555
40.0,5.4419450579625055
50.0,5.760919953211054
60.0,6.025131211731377
70.0,5.759457274615597
80.0,5.250420920709048
90.0,5.879607813769264
100.0,6.171336890840418
110.0,6.4593599351091795
120.0,6.220217034221096
130.0,6.644680606973858
140.0,6.30443320841261
150.0,6.30443320841261
160.0,6.30443320841261
170.0,6.30443320841261
180.0,6.30443320841261
190.0,6.30443320841261
200.0,6.30443320841261
210.0,6.30443320841261
220.0,6.30443320841261
230.0,6.30443320841261
240.0,6.30443320841261
250.0,6.30443320841261
260.0,6.30443320841261
270.0,6.30443320841261
280.0,6.30443320841261
290.0,6.30443320841261
300.0,6.30443320841261
310.0,6.30443320841261
320.0,6.30443320841261
330.0,6.30443320841261
340.0,6.30443320841261
350.0,6.30443320841261
