X_Value,Y_Value
-200.0,-7.848035476425732
-195.0,-7.798889997648997
-190.0,-3.7488970789448306
-185.0,-9.698019215305065
-180.0,-4.646216173286171
-175.0,-9.593444710406985
-170.0,-6.539658256754464
-165.0,-2.4848065524326186
-160.0,-2.4288352331898126
-155.0,-7.371685354944832
-150.0,-9.313292845913056
-145.0,-0.2535878724929015
-140.0,-10.192494101851103
-135.0,-3.129927840030091
-130.0,-4.065797019100886
-125.0,-6.0
-120.0,0.06757585133905941
-115.0,-1.86294413109428
-110.0,-8.791419857062785
-105.0,-5.717693980316533
-100.0,-7.641588833612779
-95.0,-5.562902635386967
-90.0,-8.481404746557164
-85.0,-1.3968296721581792
-80.0,-3.3088693800637676
-75.0,-5.2171633265087465
-70.0,-8.121285299808557
-65.0,-4.020725758589058
-60.0,-4.914867641168863
-55.0,-5.802952460761391
-50.0,0.31596850135961363
-45.0,-8.556893304490064
-40.0,-1.4199518933533941
-35.0,-2.2710663101885897
-30.0,-6.107232505953858
-25.0,-0.924017738212866
-20.0,-7.714417616594906
-15.0,-4.46621207433047
-10.0,-3.154434690031884
-5.0,1.290024053323303
0.0,0.0
5.0,-0.29002405332330294
10.0,7.154434690031884
15.0,5.46621207433047
20.0,7.714417616594906
25.0,3.924017738212866
30.0,8.107232505953858
35.0,-0.7289336898114103
40.0,8.419951893353394
45.0,6.556893304490063
50.0,0.6840314986403864
55.0,6.802952460761391
60.0,4.914867641168863
65.0,4.020725758589058
70.0,0.12128529980855696
75.0,6.2171633265087465
80.0,8.308869380063769
85.0,4.396829672158179
90.0,9.481404746557164
95.0,6.562902635386967
100.0,4.641588833612779
105.0,0.7176939803165334
110.0,-0.20858014293721627
115.0,9.862944131094281
120.0,7.932424148660941
125.0,4.0
130.0,9.065797019100886
135.0,2.129927840030091
140.0,5.192494101851104
145.0,8.2535878724929
150.0,1.3132928459130557
155.0,7.371685354944832
160.0,4.428835233189813
165.0,2.4848065524326186
170.0,7.539658256754464
175.0,3.5934447104069838
180.0,9.64621617328617
185.0,4.698019215305065
190.0,0.7488970789448306
195.0,0.7988899976489972
200.0,3.848035476425732
