X_Value,Y_Value
-350.0,-7.047298732064892
-340.0,-6.979532046908887
-330.0,-6.910423230011184
-320.0,-6.839903786706788
-310.0,-6.767899452107008
-300.0,-6.694329500821695
-290.0,-6.619105948026229
-280.0,-6.5421326203771795
-270.0,-6.463304070095651
-260.0,-6.382504298859907
-250.0,-6.299605249474366
-240.0,-6.214465011907718
-230.0,-6.126925675228417
-220.0,-6.036810736797686
-210.0,-5.94392195276313
-200.0,-5.848035476425732
-190.0,-5.748897078944831
-180.0,-5.646216173286171
-170.0,-5.539658256754464
-160.0,-5.4288352331898135
-150.0,-5.313292845913056
-140.0,-5.192494101851104
-130.0,-5.065797019100886
-120.0,-4.932424148660941
-110.0,-4.791419857062784
-100.0,-4.641588833612779
-90.0,-4.481404746557165
-80.0,-4.308869380063768
-70.0,-4.121285299808557
-60.0,-3.9148676411688634
-50.0,-3.684031498640387
-40.0,-3.419951893353394
-30.0,-3.107232505953859
-20.0,-2.7144176165949068
-10.0,-2.154434690031884
0.0,0.0
10.0,2.154434690031884
20.0,2.7144176165949068
30.0,3.107232505953859
40.0,3.419951893353394
50.0,3.684031498640387
60.0,3.9148676411688634
70.0,4.121285299808557
80.0,4.308869380063768
90.0,4.481404746557165
100.0,4.641588833612779
110.0,4.791419857062784
120.0,4.932424148660941
130.0,5.065797019100886
140.0,5.192494101851104
150.0,5.313292845913056
160.0,5.4288352331898135
170.0,5.539658256754464
180.0,5.646216173286171
190.0,5.748897078944831
200.0,5.848035476425732
210.0,5.94392195276313
220.0,6.036810736797686
230.0,6.126925675228417
240.0,6.214465011907718
250.0,6.299605249474366
260.0,6.382504298859907
270.0,6.463304070095651
280.0,6.5421326203771795
290.0,6.619105948026229
300.0,6.694329500821695
310.0,6.767899452107008
320.0,6.839903786706788
330.0,6.910423230011184
340.0,6.979532046908887
350.0,7.047298732064892
