X_Value,Y_Value
-350.0,-15.047298732064892
-340.0,0.02046795309111271
-330.0,-12.910423230011183
-320.0,0.16009621329321178
-310.0,2.2321005478929923
-300.0,3.305670499178305
-290.0,-11.61910594802623
-280.0,-0.5421326203771795
-270.0,0.536695929904349
-260.0,-6.382504298859907
-250.0,-13.299605249474366
-240.0,-12.214465011907718
-230.0,-1.1269256752284171
-220.0,-10.036810736797687
-210.0,-15.94392195276313
-200.0,-5.848035476425732
-190.0,-15.74889707894483
-180.0,-1.646216173286171
-170.0,-2.539658256754464
-160.0,4.5711647668101865
-150.0,-11.313292845913056
-140.0,-6.192494101851104
-130.0,2.934202980899114
-120.0,-4.932424148660941
-110.0,-12.791419857062785
-100.0,-5.641588833612779
-90.0,-11.481404746557164
-80.0,-1.3088693800637676
-70.0,-12.121285299808557
-60.0,0.08513235883113657
-50.0,-1.6840314986403868
-40.0,-9.419951893353394
-30.0,-4.107232505953859
-20.0,-9.714417616594908
-10.0,-12.154434690031884
0.0,8.0
10.0,8.154434690031884
20.0,0.7144176165949068
30.0,6.107232505953859
40.0,-2.580048106646606
50.0,0.6840314986403868
60.0,2.9148676411688634
70.0,10.121285299808557
80.0,12.308869380063769
90.0,1.481404746557165
100.0,8.64158883361278
110.0,-4.208580142937216
120.0,7.932424148660941
130.0,2.065797019100886
140.0,6.192494101851104
150.0,12.313292845913056
160.0,3.4288352331898135
170.0,6.539658256754464
180.0,3.646216173286171
190.0,5.748897078944831
200.0,-4.151964523574268
210.0,13.94392195276313
220.0,9.036810736797687
230.0,1.1269256752284171
240.0,4.214465011907718
250.0,10.299605249474366
260.0,7.382504298859907
270.0,8.463304070095651
280.0,4.5421326203771795
290.0,1.6191059480262293
300.0,14.694329500821695
310.0,14.767899452107008
320.0,1.8399037867067882
330.0,2.910423230011184
340.0,10.979532046908886
350.0,-0.9527012679351081
