X_Value,Y_Value
-100.0,-3.6415888336127793
-99.0,-6.626065009182742
-98.0,-5.610436292058447
-97.0,-5.594700892207039
-96.0,-0.5788569702133275
-95.0,-3.5629026353869673
-94.0,-6.546835943776344
-93.0,-0.5306548960834929
-92.0,-0.5143574354740013
-91.0,-5.497941445275415
-90.0,-9.481404746557164
-89.0,-1.4647450955845374
-88.0,0.5520398188613687
-87.0,0.5689523783063661
-86.0,-4.414004962442104
-85.0,-8.39682967215818
-84.0,-2.379519139887889
-83.0,-9.362070671454838
-82.0,-0.34448148576861204
-81.0,-4.326748710922225
-80.0,-9.308869380063769
-79.0,-5.290840427026207
-78.0,0.7273413183020834
-77.0,-7.254320865115006
-76.0,0.7641764157451068
-75.0,-8.217163326508746
-74.0,-3.198336453808408
-73.0,-5.179339196381232
-72.0,-7.160167646103808
-71.0,-9.140817749422855
-70.0,-5.121285299808557
-69.0,-0.1015659297023479
-68.0,-4.081655101917348
-67.0,-7.0615481004456795
-66.0,-3.0412400206221903
-65.0,-6.020725758589058
-64.0,0.0
-63.0,-4.979057207896392
-62.0,-8.957891609680406
-61.0,-6.936497183102173
-60.0,-2.9148676411688634
-59.0,0.1070035841267396
-58.0,-4.870876640627797
-57.0,-7.848501131276805
-56.0,-1.8258623655447783
-55.0,-8.802952460761391
-54.0,-0.7797631496846193
-53.0,-0.7562857542210719
-52.0,-5.732511156817248
-51.0,1.2915702307338104
-50.0,-4.684031498640387
-49.0,-2.6593057100229713
-48.0,-3.6342411856642793
-47.0,-4.608826080138694
-46.0,-6.583047871015946
-45.0,-5.556893304490063
-44.0,-7.530348335326063
-43.0,-7.503398060386724
-42.0,-1.4760266448864496
-41.0,-0.44821724038273025
-40.0,-4.419951893353394
-39.0,-6.391211443014167
-38.0,-1.3619754067989631
-37.0,1.6677781483540466
-36.0,0.6980727511053733
-35.0,-0.27106631018858973
-34.0,-5.2396118012774835
-33.0,1.7924656700041735
-32.0,-2.174802103936399
-31.0,-5.141380652391393
-30.0,-7.107232505953858
-29.0,-0.07231682568584707
-28.0,-1.0365889718756627
-27.0,-2.0
-26.0,-4.96249606840737
-25.0,-1.924017738212866
-24.0,-1.8844991406148166
-23.0,0.15613302014843455
-22.0,-7.802039330655387
-21.0,-7.758924176381121
-20.0,-7.714417616594906
-19.0,-4.668401648721945
-18.0,1.3792586057911036
-17.0,-7.571281590658236
-16.0,-5.519842099789747
-15.0,0.5337879256695297
-14.0,0.5898577358247699
-13.0,-1.3513346877207573
-12.0,1.7105715148933363
-11.0,-5.223980090569316
-10.0,2.845565309968116
-9.0,-0.08008382305190409
-8.0,-4.0
-7.0,-3.912931182772389
-6.0,2.18287940716786
-5.0,-4.709975946676697
-4.0,-5.587401051968199
-3.0,-3.4422495703074083
-2.0,2.7400789501051266
-1.0,-3.0
0.0,-1.0
1.0,0.0
2.0,-3.7400789501051266
3.0,1.4422495703074083
4.0,6.587401051968199
5.0,2.709975946676697
6.0,-1.1828794071678603
7.0,-0.08706881722761084
8.0,4.0
9.0,2.080083823051904
10.0,1.1544346900318838
11.0,-2.7760199094306843
12.0,5.289428485106663
13.0,6.351334687720757
14.0,4.41014226417523
15.0,3.4662120743304703
16.0,0.5198420997897464
17.0,4.571281590658236
18.0,5.620741394208896
19.0,-0.33159835127805515
20.0,1.7144176165949063
21.0,7.758924176381121
22.0,-1.1979606693446128
23.0,6.8438669798515654
24.0,1.8844991406148166
25.0,-0.07598226178713396
26.0,0.9624960684073707
27.0,-1.0
28.0,5.036588971875663
29.0,5.0723168256858475
30.0,4.107232505953858
31.0,6.141380652391393
32.0,5.174802103936399
33.0,2.2075343299958265
34.0,0.2396118012774835
35.0,6.27106631018859
36.0,0.30192724889462674
37.0,4.332221851645953
38.0,-1.6380245932010369
39.0,6.391211443014167
40.0,0.4199518933533941
41.0,-0.5517827596172697
42.0,6.476026644886449
43.0,5.503398060386724
44.0,-1.469651664673937
45.0,1.556893304490063
46.0,8.583047871015946
47.0,3.6088260801386944
48.0,6.63424118566428
49.0,1.6593057100229713
50.0,2.6840314986403864
51.0,7.708429769266189
52.0,1.7325111568172482
53.0,3.756285754221072
54.0,-0.22023685031538065
55.0,2.8029524607613916
56.0,-1.1741376344552217
57.0,-1.1514988687231948
58.0,0.8708766406277966
59.0,0.8929964158732604
60.0,-0.08513235883113657
61.0,-1.0635028168978269
62.0,7.957891609680406
63.0,2.9790572078963917
64.0,7.0
65.0,9.020725758589059
66.0,5.04124002062219
67.0,6.0615481004456795
68.0,6.081655101917348
69.0,9.101565929702348
70.0,5.121285299808557
71.0,4.140817749422854
72.0,-0.8398323538961918
73.0,5.179339196381232
74.0,4.198336453808408
75.0,9.217163326508746
76.0,-0.7641764157451068
77.0,7.254320865115006
78.0,2.2726586816979166
79.0,1.2908404270262066
80.0,-0.6911306199362324
81.0,7.326748710922225
82.0,5.344481485768612
83.0,1.3620706714548376
84.0,0.379519139887889
85.0,5.396829672158179
86.0,5.414004962442104
87.0,3.431047621693634
88.0,2.4479601811386313
89.0,6.464745095584537
90.0,0.4814047465571649
91.0,0.49794144527541473
92.0,3.5143574354740013
93.0,-0.4693451039165071
94.0,7.546835943776344
95.0,-0.4370973646130327
96.0,6.5788569702133275
97.0,8.59470089220704
98.0,0.6104362920584467
99.0,1.6260650091827422
100.0,6.641588833612779
